id	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id	legacy_ids
T202	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r死球撃|しきゅうげき>					NA2_ETC@0x29540		slot	48					M2140
T203	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r襲千刃|しゅうせんじん>					NA2_ETC@0x29570		slot	48					M2141
T204	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r浮刃壁|ふじんへき>					NA2_ETC@0x295A0		slot	48					M2142
T205	Character menus > Ultimate Jutsu name	<r影真似|かげまね>の<r術|じゅつ>					NA2_ETC@0x295D0		slot	48					M2143
T206	Character menus > Ultimate Jutsu name	<r影圧掌|かげあっしょう>の<r術|じゅつ>					NA2_ETC@0x29600		slot	48					M2144
T207	Character menus > Ultimate Jutsu name	<r影首縛|かげくびしば>りの<r術|じゅつ>					NA2_ETC@0x29630		slot	48					M2145
T208	Character menus > Ultimate Jutsu name	<r部分倍化|ぶぶんばいか>の<r術|じゅつ>２					NA2_ETC@0x29660		slot	48					M2239
T209	Character menus > Ultimate Jutsu name	<r蝶弾爆撃|ちょうだんばくげき>					NA2_ETC@0x29690		slot	32					M2146
T210	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r百花繚乱|ひゃっかりょうらん>					NA2_ETC@0x296B0		slot	64					M2147
T211	Character menus > Ultimate Jutsu name	<r心乱身|しんらんしん>の<r術|じゅつ>					NA2_ETC@0x296F0		slot	48					M2148
T212	Character menus > Ultimate Jutsu name	<r供花送|くげおく>り					NA2_ETC@0x29720		slot	32					M2149
T213	Character menus > Ultimate Jutsu name	<r牙通牙|がつうが>					NA2_ETC@0x29740		slot	32					M0357
T214	Character menus > Ultimate Jutsu name	<r牙狼牙|がろうが>					NA2_ETC@0x29760		slot	32					M0358
T215	Character menus > Ultimate Jutsu name	<r双頭狼|そうとうろう>					NA2_ETC@0x29780		slot	32					M2150
T216	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r颶|つむじ>					NA2_ETC@0x297A0		slot	48					M2151
T217	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r簇|やじり>					NA2_ETC@0x297D0		slot	48					M2152
T218	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r霰|あられ>					NA2_ETC@0x29800		slot	48					M2153
T219	Character menus > Ultimate Jutsu name	<r白眼|びゃくがん>					NA2_ETC@0x29830		slot	32					M0359
T220	Character menus > Ultimate Jutsu name	<r百烈掌|ひゃくれつしょう>					NA2_ETC@0x29850		slot	32					M2154
T221	Character menus > Ultimate Jutsu name	<r白朧天舞|はくろうてんぶ>					NA2_ETC@0x29870		slot	32					M2155
T222	Character menus > Ultimate Jutsu name	<r柔拳指南|じゅうけんしなん>					NA2_ETC@0x29890		slot	32					M2156
T223	Character menus > Ultimate Jutsu name	<r突撃|とつげき>！　<r木|こ>ノ<r葉丸|はまる><r軍団|ぐんだん>！					NA2_ETC@0x298B0		slot	64					M2157
T224	Character menus > Ultimate Jutsu name	<r双蛇相殺|そうじゃそうさい>の<r術|じゅつ>					NA2_ETC@0x298F0		slot	48					M2158
T225	Character menus > Ultimate Jutsu name	<r金剛力|こんごうりき>・<r不動|ふどう>					NA2_ETC@0x29920		slot	48					M2159
T226	Character menus > Ultimate Jutsu name	<r木遁秘術|もくとんひじゅつ>・<r樹界降誕|じゅかいこうたん>					NA2_ETC@0x29950		slot	64					M2160
T227	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r硬渦水刃|こうかすいじん>					NA2_ETC@0x29990		slot	48					M2161
T228	Character menus > Ultimate Jutsu name	<r金剛牢壁|こんごうろうへき>					NA2_ETC@0x299C0		slot	32					M2162
T229	Character menus > Ultimate Jutsu name	<r封印術|ふういんじゅつ>・<r屍鬼封尽|しきふうじん>					NA2_ETC@0x299E0		slot	64					M2163
T230	Character menus > Ultimate Jutsu name	<r封印術|ふういんじゅつ>・<r三方封印|さんぽうふういん>					NA2_ETC@0x29A20		slot	64					M2164
T231	Character menus > Ultimate Jutsu name	<r飛雷神|ひらいしん>の<r術|じゅつ>					NA2_ETC@0x29A60		slot	48					M0720
T232	Character menus > Ultimate Jutsu name	<r砂瀑大葬|さばくたいそう>					NA2_ETC@0x29A90		slot	32					M0360
T233	Character menus > Ultimate Jutsu name	<r砂手裏剣|すなしゅりけん>					NA2_ETC@0x29AB0		slot	32					M2165
T234	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r影役者|かげやくしゃ>					NA2_ETC@0x29AD0		slot	48					M2166
T235	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r廻刃天穿|かいじんてんせん>					NA2_ETC@0x29B00		slot	48					M2167
T236	Character menus > Ultimate Jutsu name	<r黒秘技機々一発|くろひぎききいっぱつ>					NA2_ETC@0x29B30		slot	48					M2168
T237	Character menus > Ultimate Jutsu name	<r乱|みだ>れ<r扇舞|せんぶ>					NA2_ETC@0x29B60		slot	32					M2169
T238	Character menus > Ultimate Jutsu name	<r大|だい>カマイタチの<r術|じゅつ>					NA2_ETC@0x29B80		slot	48					M2170
T239	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r斬|き>り<r斬|き>り<r舞|まい>					NA2_ETC@0x29BB0		slot	64					M2171
T240	Character menus > Ultimate Jutsu name	<r八重葎|やえむぐら>の<r舞|まい>					NA2_ETC@0x29BF0		slot	48					M2172
T241	Character menus > Ultimate Jutsu name	<r八重葎|やえむぐら>の<r舞|まい>２					NA2_ETC@0x29C20		slot	48					M2240
T242	Character menus > Ultimate Jutsu name	<r鉄線花|てっせんか>の<r舞|まい>・<r花|はな>					NA2_ETC@0x29C50		slot	48					M2173
T243	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r羅生門|ラショウモン>　<r奈落|ならく>					NA2_ETC@0x29C80		slot	64					M2174
T244	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r羅生門|ラショウモン>　<r奈落|ならく>２					NA2_ETC@0x29CC0		slot	64					M2241
T245	Character menus > Ultimate Jutsu name	<r左塵掌|さじんしょう>・<r右裂脚|うれつきゃく>					NA2_ETC@0x29D00		slot	48					M2175
T246	Character menus > Ultimate Jutsu name	<r毒舌|どくぜつ>コンボ					NA2_ETC@0x29D30		slot	32					M2176
T247	Character menus > Ultimate Jutsu name	<r毒舌|どくぜつ>コンボ２					NA2_ETC@0x29D50		slot	32					M2242
T248	Character menus > Ultimate Jutsu name	<r魔笛|まてき>・<r三従葬曲|さんじゅうそうきょく>					NA2_ETC@0x29D70		slot	64					M2177
T249	Character menus > Ultimate Jutsu name	<r雨蜘蛛|あまグモ>					NA2_ETC@0x29DB0		slot	32					M2178
T250	Character menus > Ultimate Jutsu name	<r雨蜘蛛|あまグモ>２					NA2_ETC@0x29DD0		slot	32					M2243
T251	Character menus > Ultimate Jutsu name	<r蜘蛛戦弓|クモせんきゅう>・<r凄裂|スザク>					NA2_ETC@0x29DF0		slot	48					M2179
T252	Character menus > Ultimate Jutsu name	<r土遁|どとん>・<r土陸返|どろくがえ>し					NA2_ETC@0x29E20		slot	48					M2180
T253	Character menus > Ultimate Jutsu name	<r土遁|どとん>・<r土陸返|どろくがえ>し２					NA2_ETC@0x29E50		slot	48					M2244
T254	Character menus > Ultimate Jutsu name	<r羅漢拳|らかんけん>					NA2_ETC@0x29E80		slot	32					M2181
T255	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r水龍弾|すいりゅうだん>の<r術|じゅつ>					NA2_ETC@0x29EA0		slot	64					M2182
T256	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r大瀑布|だいばくふ>の<r術|じゅつ>					NA2_ETC@0x29EE0		slot	64					M2183
T257	Character menus > Ultimate Jutsu name	<r千殺水翔|せんさつすいしょう>					NA2_ETC@0x29F20		slot	32					M2184
T258	Character menus > Ultimate Jutsu name	<r魔鏡氷晶|まきょうひょうしょう>					NA2_ETC@0x29F40		slot	52					M2185
T259	Character menus > Ultimate Jutsu name	<r鹿蝶封結|かちょうふうげつ>					NA2_SLPS@0x49D690		slot	32					M2245
T260	Character menus > Ultimate Jutsu name	<r涅槃精舎|ねはんしょうじゃ>の<r術|じゅつ>					NA2_SLPS@0x49DE80		slot	48					M2246
T261	Character menus > Ultimate Jutsu name	うずまきナルト<r連弾|れんだん>					NA2_SLPS@0x4AD240		slot	32					M1901
T262	Character menus > Ultimate Jutsu name	うずまきナルト<r忍法帳|にんぽうちょう>					NA2_SLPS@0x4AD260		slot	48					M1902
T263	Character menus > Ultimate Jutsu name	ハヤブサ<r落|お>とし					NA2_SLPS@0x4AD290		slot	32					M1903
T264	Character menus > Ultimate Jutsu name	<r忌|い>まわしき<r千鳥|ちどり>					NA2_SLPS@0x4AD2B0		slot	32					M1904
T265	Character menus > Ultimate Jutsu name	すい<r拳|けん>					NA2_SLPS@0x4AD2D0		slot	16					M1905
T266	Character menus > Ultimate Jutsu name	<r裏蓮華|うられんげ>					NA2_SLPS@0x4AD2E0		slot	32					M1906
T267	Character menus > Ultimate Jutsu name	<r砂瀑大葬|さばくたいそう>					NA2_SLPS@0x4AD300		slot	32					M1907
T268	Character menus > Ultimate Jutsu name	<r砂手裏剣|すなしゅりけん>					NA2_SLPS@0x4AD320		slot	32					M1908
T269	Character menus > Ultimate Jutsu name	<r影真似|かげまね>の<r術|じゅつ>					NA2_SLPS@0x4AD340		slot	48					M1909
T270	Character menus > Ultimate Jutsu name	<r影圧掌|かげあっしょう>の<r術|じゅつ>					NA2_SLPS@0x4AD370		slot	48					M1910
T271	Character menus > Ultimate Jutsu name	<r影首縛|かげくびしば>りの<r術|じゅつ>					NA2_SLPS@0x4AD3A0		slot	48					M1911
T272	Character menus > Ultimate Jutsu name	<r八卦六十四掌|はっけろくじゅうよんしょう>					NA2_SLPS@0x4AD3D0		slot	48					M1912
T273	Character menus > Ultimate Jutsu name	<r八卦三百六十一式|はっけさんびゃくろくじゅういっしき>					NA2_SLPS@0x4AD400		slot	64					M1913
T274	Character menus > Ultimate Jutsu name	<r絶招八門崩撃|ぜっしょうはちもんほうげき>					NA2_SLPS@0x4AD440		slot	48					M1914
T275	Character menus > Ultimate Jutsu name	<r負|ま>けるもんですか！					NA2_SLPS@0x4AD470		slot	32					M1915
T276	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r雪桜|ゆきざくら>の<r舞|まい>					NA2_SLPS@0x4AD490		slot	64					M1916
T277	Character menus > Ultimate Jutsu name	<r禁術|きんじゅつ>・<r穢土封滅|えどふうめつ>					NA2_SLPS@0x4AD4D0		slot	48					M1917
T278	Character menus > Ultimate Jutsu name	<r潜影多蛇手|せんえいたじゃしゅ>					NA2_SLPS@0x4AD500		slot	48					M1918
T279	Character menus > Ultimate Jutsu name	<r千殺水翔|せんさつすいしょう>					NA2_SLPS@0x4AD530		slot	32					M1919
T280	Character menus > Ultimate Jutsu name	チャクラ<r開放|かいほう>					NA2_SLPS@0x4AD550		slot	32					M1920
T281	Character menus > Ultimate Jutsu name	<r魔鏡氷晶|まきょうひょうしょう>					NA2_SLPS@0x4AD570		slot	48					M1921
T282	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r水龍弾|すいりゅうだん>の<r術|じゅつ>					NA2_SLPS@0x4AD5A0		slot	64					M1922
T283	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r大瀑布|だいばくふ>の<r術|じゅつ>					NA2_SLPS@0x4AD5E0		slot	64					M1923
T284	Character menus > Ultimate Jutsu name	<r白眼|びゃくがん>					NA2_SLPS@0x4AD620		slot	32					M1924
T285	Character menus > Ultimate Jutsu name	<r百烈掌|ひゃくれつしょう>					NA2_SLPS@0x4AD640		slot	32					M1925
T286	Character menus > Ultimate Jutsu name	<r白朧天舞|はくろうてんぶ>					NA2_SLPS@0x4AD660		slot	32					M1926
T287	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r死球撃|しきゅうげき>					NA2_SLPS@0x4AD680		slot	48					M1927
T288	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r襲千刃|しゅうせんじん>					NA2_SLPS@0x4AD6B0		slot	48					M1928
T289	Character menus > Ultimate Jutsu name	<r操具|そうぐ>・<r浮刃壁|ふじんへき>					NA2_SLPS@0x4AD6E0		slot	48					M1929
T290	Character menus > Ultimate Jutsu name	<r部分倍化|ぶぶんばいか>の<r術|じゅつ>					NA2_SLPS@0x4AD710		slot	48					M1930
T291	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r百花繚乱|ひゃっかりょうらん>					NA2_SLPS@0x4AD740		slot	64					M1931
T292	Character menus > Ultimate Jutsu name	<r心乱身|しんらんしん>の<r術|じゅつ>					NA2_SLPS@0x4AD780		slot	48					M1932
T293	Character menus > Ultimate Jutsu name	<r供花送|くげおく>り					NA2_SLPS@0x4AD7B0		slot	32					M1933
T294	Character menus > Ultimate Jutsu name	<r牙通牙|がつうが>					NA2_SLPS@0x4AD7D0		slot	32					M1934
T295	Character menus > Ultimate Jutsu name	<r双頭狼|そうとうろう>					NA2_SLPS@0x4AD7F0		slot	32					M1935
T296	Character menus > Ultimate Jutsu name	<r牙狼牙|がろうが>					NA2_SLPS@0x4AD810		slot	32					M1936
T297	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r颶|つむじ>					NA2_SLPS@0x4AD830		slot	48					M1937
T298	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r簇|やじり>					NA2_SLPS@0x4AD860		slot	48					M1938
T299	Character menus > Ultimate Jutsu name	<r寄壊蟲|きかいちゅう>・<r霰|あられ>					NA2_SLPS@0x4AD890		slot	48					M1939
T300	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r影役者|かげやくしゃ>					NA2_SLPS@0x4AD8C0		slot	48					M1940
T301	Character menus > Ultimate Jutsu name	<r傀儡|くぐつ>・<r廻刃天穿|かいじんてんせん>					NA2_SLPS@0x4AD8F0		slot	48					M1941
T302	Character menus > Ultimate Jutsu name	<r黒秘技機々一発|くろひぎききいっぱつ>					NA2_SLPS@0x4AD920		slot	48					M1942
T303	Character menus > Ultimate Jutsu name	<r乱|みだ>れ<r扇舞|せんぶ>					NA2_SLPS@0x4AD950		slot	32					M1943
T304	Character menus > Ultimate Jutsu name	<r大|だい>カマイタチの<r術|じゅつ>					NA2_SLPS@0x4AD970		slot	48					M1944
T305	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r斬|き>り<r斬|き>り<r舞|まい>					NA2_SLPS@0x4AD9A0		slot	64					M1945
T306	Character menus > Ultimate Jutsu name	<r火遁|かとん>・<r豪炎螺旋丸|ごうえんらせんがん>					NA2_SLPS@0x4AD9E0		slot	64					M1946
T307	Character menus > Ultimate Jutsu name	<r双迅螺旋丸|そうじんらせんがん>					NA2_SLPS@0x4ADA20		slot	48					M1947
T308	Character menus > Ultimate Jutsu name	<r金剛牢壁|こんごうろうへき>					NA2_SLPS@0x4ADA50		slot	32					M1948
T309	Character menus > Ultimate Jutsu name	<r封印術|ふういんじゅつ>・<r屍鬼封尽|しきふうじん>					NA2_SLPS@0x4ADA70		slot	64					M1949
T310	Character menus > Ultimate Jutsu name	<r封印術|ふういんじゅつ>・<r三方封印|さんぽうふういん>					NA2_SLPS@0x4ADAB0		slot	64					M1950
T311	Character menus > Ultimate Jutsu name	<r忍法|にんぽう>・<r創造再生|そうぞうさいせい>					NA2_SLPS@0x4ADAF0		slot	48					M1951
T312	Character menus > Ultimate Jutsu name	<r火影|ほかげ>の<r力|ちから>					NA2_SLPS@0x4ADB20		slot	32					M1952
T313	Character menus > Ultimate Jutsu name	トントンコンビ					NA2_SLPS@0x4ADB40		slot	16					M1953
T314	Character menus > Ultimate Jutsu name	<r大交衝|だいこうしょう>					NA2_SLPS@0x4ADB50		slot	32					M1954
T315	Character menus > Ultimate Jutsu name	<r死魂|しこん>の<r術|じゅつ>					NA2_SLPS@0x4ADB70		slot	32					M1955
T316	Character menus > Ultimate Jutsu name	チャクラ<r解剖刀|メス>・<r壊|カイ>					NA2_SLPS@0x4ADB90		slot	48					M1956
T317	Character menus > Ultimate Jutsu name	<r土遁|どとん>・<r土陸返|どろくがえ>し					NA2_SLPS@0x4ADBC0		slot	48					M1957
T318	Character menus > Ultimate Jutsu name	<r雨蜘蛛|あまグモ>					NA2_SLPS@0x4ADBF0		slot	32					M1958
T319	Character menus > Ultimate Jutsu name	<r毒舌|どくぜつ>コンボ					NA2_SLPS@0x4ADC10		slot	32					M1959
T320	Character menus > Ultimate Jutsu name	<r口寄|くちよ>せ・<r羅生門|ラショウモン>　<r奈落|ならく>					NA2_SLPS@0x4ADC30		slot	64					M1960
T321	Character menus > Ultimate Jutsu name	<r八重葎|やえむぐら>の<r舞|まい>					NA2_SLPS@0x4ADC70		slot	48					M1961
T322	Character menus > Ultimate Jutsu name	<r飛雷神|ひらいしん>の<r術|じゅつ>					NA2_SLPS@0x4ADCA0		slot	48					M1962
T323	Character menus > Ultimate Jutsu name	<r突撃|とつげき>！　<r木|こ>ノ<r葉丸|はまる><r軍団|ぐんだん>！					NA2_SLPS@0x4ADCD0		slot	64					M1963
T324	Character menus > Ultimate Jutsu name	<r柔拳指南|じゅうけんしなん>					NA2_SLPS@0x4ADD10		slot	32					M1964
T325	Character menus > Ultimate Jutsu name	<r金剛力|こんごうりき>・<r不動|ふどう>					NA2_SLPS@0x4ADD30		slot	48					M1965
T326	Character menus > Ultimate Jutsu name	<r木遁秘術|もくとんひじゅつ>・<r樹界降誕|じゅかいこうたん>					NA2_SLPS@0x4ADD60		slot	64					M1966
T327	Character menus > Ultimate Jutsu name	<r水遁|すいとん>・<r硬渦水刃|こうかすいじん>					NA2_SLPS@0x4ADDA0		slot	48					M1967
T328	Character menus > Ultimate Jutsu name	<r飛燕|ひえん>					NA2_SLPS@0x4ADDD0		slot	16					M1968
T329	Character menus > Ultimate Jutsu name	<r魔幻|まげん>・<r樹縛殺|じゅばくさつ>					NA2_SLPS@0x4ADDE0		slot	48					M1969
