id	enabled	section	mode	source_ref	donor_ref	capacity	source	donor	prefix	replacement	transform	arguments	reference_refs	parent_mapping_id
M0165	1	battle	slot	NA2_BTL@0x209400	NUN5_TEXTENG@0xDD0	80	（<r投|な>げられた<r時|とき>、<r叩|たた>き<r付|つ>けられる<r瞬間|しゅんかん>）	(right when getting thrown/hit)						
M0166	1	battle	slot	NA2_BTL@0x209450	NUN5_TEXTENG@0xDF0	80	（<r吹|ふ>っ<r飛|と>ばした<r方向|ほうこう>の<r方向|ほうこう>キー）	(directional button of the direction of your choice)						
M0167	1	battle	slot	NA2_BTL@0x2094A0	NUN5_TEXTENG@0xE30	96	（<r相手|あいて>の<r追|お>い<r討|う>ち<r攻撃|こうげき>が<r当|あ>たる<r瞬間|しゅんかん>）	(right when receiving an Extra Hit)						
M0168	1	battle	slot	NA2_BTL@0x209520	NUN5_TEXTENG@0xE58	32	（<r地上|ちじょう>で）	(on ground)						
M0169	1	battle	slot	NA2_BTL@0x209540	NUN5_TEXTENG@0xE70	112	（<r高速移動|こうそくいどう>の<r相殺中|そうさいちゅう>や<r攻撃|こうげき>の<r相殺中|そうさいちゅう>）	(High Speed Move and attack are cancelled out)						
M0170	1	battle	slot	NA2_BTL@0x2095B0	NUN5_TEXTENG@0xEA0	96	（マニュアル：<r出現後|しゅつげんご>もう<r一度|いちど><r押|お>すと<r攻撃|こうげき>）	(Manual: Press again after move to attack)						
M0171	1	battle	slot	NA2_BTL@0x209650	NUN5_TEXTENG@0xF08	32	<r連係攻撃|れんけいこうげき>	Linked Attack						
M0172	1	battle	slot	NA2_BTL@0x209670	NUN5_TEXTENG@0xF18	32	アイテム<r選択|せんたく>	Item Select						
M0173	1	battle	slot	NA2_BTL@0x209690	NUN5_TEXTENG@0xF28	24	アイテム<r使用|しよう>	Item Use						
M0174	1	battle	slot	NA2_BTL@0x2096A8	NUN5_TEXTENG@0xD935	24	ジャンプ	Jump						
M0175	1	battle	slot	NA2_BTL@0x2096C0	NUN5_TEXTENG@0xF38	32	<r二段|にだん>ジャンプ	Double-jump						
M0176	1	battle	slot	NA2_BTL@0x2096E0	NUN5_TEXTENG@0xF50	32	<r高速移動|こうそくいどう>	High Speed Move						
M0177	1	battle	slot	NA2_BTL@0x209720	NUN5_TEXTENG@0xF60	64	<r変|か>わり<r身|み>の<r術|じゅつ>（チャクラ<r消費|しょうひ>）	Substitution Jutsu (Consume Chakra)						
M0178	1	command_chart	slot	NA2_BTL@0x209760	NUN5_SLES@0x513EE0	32	<r受|う>け<r身|み>	Rebound						
M0179	1	battle	slot	NA2_BTL@0x209780	NUN5_TEXTENG@0xF88	32	<r追|お>い<r討|う>ち	Extra Hit						
M0180	1	battle	slot	NA2_BTL@0x2097A0	NUN5_TEXTENG@0xFA0	48	<r追|お>い<r討|う>ち<r返|がえ>し	Extra Hit Counter						
M0181	1	command_chart	slot	NA2_BTL@0x2097D0	NUN5_SLES@0x513EB0	32	チャクラをためる	Charge						
M0182	1	battle	slot	NA2_BTL@0x209810	NUN5_TEXTENG@0xFC8	48	<r奥|おく>へ<r軸移動|じくいどう>	Side-jump Back						
M0183	1	battle	slot	NA2_BTL@0x209840	NUN5_TEXTENG@0xFE0	48	<r手前|てまえ>へ<r軸移動|じくいどう>	Side-jump Forward						
M0184	1	battle	slot	NA2_BTL@0x209870	NUN5_TEXTENG@0xFF8	32	ガード<r崩|くず>し	Guard Break						
M0185	1	battle	slot	NA2_BTL@0x209890	NUN5_TEXTENG@0x1010	48	<r残影追|ざんえいお>い<r討|う>ち	Shadowblur Extra Hit						
M0186	1	battle	slot	NA2_BTL@0x209C80	NUN5_TEXTENG@0x26AE	16	やさしい	Easy						
M0187	1	battle	slot	NA2_BTL@0x209C90	NUN5_SLES@0x514230	16	むずかしい	Hard						
M0188	1	battle	slot	NA2_BTL@0x209CD0	NUN5_SLES@0x514258	16	使用不可	No Use						
M0189	1	battle	slot	NA2_BTL@0x209CE0	NUN5_SLES@0x514260	16	ランダム	Random						
M0190	1	battle	slot	NA2_BTL@0x209CF0	NUN5_BTL@0x1ECEC2	16	コマンド	Command						
M0191	1	battle	slot	NA2_BTL@0x209D00	NUN5_SLES@0x514270	16	タイミング	Timing						
M0192	1	battle	slot	NA2_BTL@0x209D28	NUN5_SLES@0x514288	16	ギリギリ	Almost						
M0193	1	battle	slot	NA2_BTL@0x209D48	NUN5_SLES@0x513F10	16	マニュアル	Manual						
M0194	1	battle	slot	NA2_BTL@0x209D58	NUN5_TEXTENG@0xD935	16	ジャンプ	Jump						
M0195	1	battle	slot	NA2_BTL@0x209D68	NUN5_TEXTENG@0xF38	24	二段ジャンプ	Double-jump						
M0196	1	battle	slot	NA2_BTL@0x209D98	NUN5_BTL@0x1F9362	16	飛び道具	Projectile						
M0197	1	battle	slot	NA2_BTL@0x209DA8	NUN5_TEXTENG@0xF50	16	高速移動	High Speed Move						
M0198	1	battle	slot	NA2_BTL@0x209DE0	NUN5_SLES@0x5142B0	16	動かない	Stay						
M0199	1	battle	slot	NA2_BTL@0x209DF0	NUN5_SLES@0x5142C0	16	必ず返す	Return						
M0200	1	battle	slot	NA2_BTL@0x209E00	NUN5_TEXTENG@0xF248	17	使用しない	Don't use						
M0201	1	battle	slot	NA2_BTL@0x209E20	NUN5_TEXTENG@0xF370	112	「<r使用不可|しようふか>」は、<r奥義|おうぎ>が<r使|つか>えなくなるので<r注意|ちゅうい>してください。	No Use: Ultimate Jutsu cannot be used.						
M0202	1	battle	slot	NA2_BTL@0x209E90	NUN5_TEXTENG@0xF3A0	112	「ランダム」にすると<r入力勝負|にゅうりょくしょうぶ>の<r方法|ほうほう>が<r毎回変化|まいかいへんか>します。	Random: Controls change every time.						
M0203	1	battle	slot	NA2_BTL@0x209F00	NUN5_TEXTENG@0xF3D0	80	「コマンド」にするとボタンの<r入力勝負|にゅうりょくしょうぶ>になります。	Command: A button-pressing competition.						
M0204	1	battle	slot	NA2_BTL@0x209F50	NUN5_TEXTENG@0xF400	96	「タイミング」にするとボタンをタイミング<r良|よ>く<r押|お>す<r勝負|しょうぶ>になります。	Timing: Press the buttons in good timing.						
M0205	1	battle	slot	NA2_BTL@0x209FB0	NUN5_TEXTENG@0xF430	144	「<r回転|かいてん>」にすると<r左|ひだり>スティック、もしくは<r右|みぎ>スティックの<r回転数勝負|かいてんすうしょうぶ>になります。	Turn: A turning competition using the left analog stick and right analog stick.						
M0206	1	battle	slot	NA2_BTL@0x20A040	NUN5_TEXTENG@0xF480	80	「<r連打|れんだ>」にするとボタンの<r連打勝負|れんだしょうぶ>になります。	Combo: A button-mashing competition.						
M0207	1	battle	slot	NA2_BTL@0x20A0B0	NUN5_TEXTENG@0xF4B0	112	「<r通常|つうじょう>」にすると<r一定時間|いっていじかん>で<r体力|たいりょく>が<r全回復|ぜんかいふく>します。	Normal: Health recovers after a set time.						
M0208	1	battle	slot	NA2_BTL@0x20A120	NUN5_TEXTENG@0xF4E0	128	「<r半分|はんぶん>」にすると<r一定時間|いっていじかん>で<r体力|たいりょく>が<r半分|はんぶん>まで<r回復|かいふく>します。	Half: Health halfway recovers after a set time.						
M0209	1	battle	slot	NA2_BTL@0x20A1A0	NUN5_TEXTENG@0xF510	96	「ギリギリ」にすると<r常|つね>に<r体力|たいりょく>がギリギリの<r状態|じょうたい>になります。	Almost: Health always wavers near 0.						
M0210	1	battle	slot	NA2_BTL@0x20A210	NUN5_SLES@0x5142C8	16	対戦時間	Time						
M0211	1	battle	slot	NA2_BTL@0x20A220	NUN5_SLES@0x5142D0	16	アイテム出現	Items						
M0212	1	battle	slot	NA2_BTL@0x20A230	NUN5_TEXTENG@0xB88	16	チャクラ	Chakra						
M0213	1	battle	slot	NA2_BTL@0x20A240	NUN5_TEXTENG@0xF890	32	ハンディキャップ	Handicap						
M0214	1	battle	slot	NA2_BTL@0x20A280	NUN5_TEXTENG@0xF540	96	<r方向|ほうこう>キー<r左右|さゆう>で<r対戦時間|たいせんじかん>の<r変更|へんこう>ができます。	Press the left directional button or right directional button to change battle time.						
M0215	1	battle	slot	NA2_BTL@0x20A2E0	NUN5_TEXTENG@0xF5A0	96	<r方向|ほうこう>キー<r左右|さゆう>でＣＯＭの<r強|つよ>さを<r変更|へんこう>できます。	Press the left directional button or right directional button to change COM strength.						
M0216	1	battle	slot	NA2_BTL@0x20A340	NUN5_TEXTENG@0xF600	240	<r方向|ほうこう>キー<r左右|さゆう>でアイテムの<r出現率|しゅつげんりつ>が<r変更|へんこう>できます。　　　　　<r多|おお>めにすると、いつもよりゲーム<r中|ちゅう>に<r出現|しゅつげん>するアイテムの<r数|かず>が<r多|おお>くなります。	Press the left directional button or right directional button to change frequency of item appearance. Set to More to make items appear more frequently than usual.						
M0217	1	battle	slot	NA2_BTL@0x20A430	NUN5_TEXTENG@0xF6B0	160	<r方向|ほうこう>キー<r左右|さゆう>で<r忍術|にんじゅつ>などを<r使用|しよう>した<r時|とき>に、チャクラが<r減|へ>るか<r減|へ>らないかを<r設定|せってい>できます。	Press the left directional button or right directional button to chose whether Chakra decreases or not when using Jutsu.						
M0218	1	battle	slot	NA2_BTL@0x20A4D0	NUN5_TEXTENG@0xF730	144	<r方向|ほうこう>キー<r左右|さゆう>で<r奥義|おうぎ>の<r入力勝負|にゅうりょくしょうぶ>の<r切|き>り<r替|か>えなどが<r設定|せってい>できます。	Press the left directional button or right directional button to change Ultimate Jutsu controls.						
M0219	1	battle	slot	NA2_BTL@0x20A560	NUN5_TEXTENG@0xF7A0	256	<r方向|ほうこう>キー<r左右|さゆう>でハンディキャップの<r設定|せってい>ができます。　　　　　<r赤|あか>いマークが<r多|おお>いほど、１Ｐが<r有利|ゆうり>。<r逆|ぎゃく>に<r青|あお>いマークが<r多|おお>いと２Ｐが<r有利|ゆうり>な<r設定|せってい>です。	Press the left directional button or right directional button to change handicap. More red marks means a better advantage for 1P. Blue marks are for 2P.						
M0220	1	battle	slot	NA2_BTL@0x20A680	NUN5_TEXTENG@0xF260	68	<r対戦設定|たいせんせってい>をデフォルトに<r戻|もど>しました。	Battle Settings returned to defaults.						
M0221	1	battle	slot	NA2_BTL@0x20A748	NUN5_TEXTENG@0xF08	16	連係攻撃	Linked Attack						
M0222	1	battle	slot	NA2_BTL@0x20A758	NUN5_TEXTENG@0x1E60	16	連係モード	Linked Mode						
M0223	1	battle	slot	NA2_BTL@0x20A768	NUN5_TEXTENG@0x893	16	コマンド表示	Commands						
M0224	1	battle	slot	NA2_BTL@0x20A778	NUN5_SLES@0x5142E8	16	ダメージ量表示	Damage						
M0225	1	battle	slot	NA2_BTL@0x20B170	NUN5_TEXTENG@0xFFE0	160	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。ＣＯＭでは、コンピュータと<r対戦|たいせん>する<r事|こと>ができます。	You can battle against the computer when in COM mode.						
M0226	1	battle	slot	NA2_BTL@0x20B210	NUN5_TEXTENG@0x10020	192	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r立|た>ちでは、<r立|た>った<r状態|じょうたい>で<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。	COM will make the following standing movements when in Stand mode.						
M0227	1	battle	slot	NA2_BTL@0x20B2D0	NUN5_TEXTENG@0x10070	176	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。ジャンプでは、ジャンプしながら<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。	COM will make the following standing movements when in Jump mode.						
M0228	1	battle	slot	NA2_BTL@0x20B380	NUN5_TEXTENG@0x10070	208	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r二段|にだん>ジャンプでは、<r二段|にだん>ジャンプしながら<r下記|かき>で<r指定|してい>した<r行動|こうどう>をします。	COM will make the following standing movements when in Jump mode.						
M0229	1	battle	slot	NA2_BTL@0x20B468	NUN5_TEXTENG@0xF920	24	対戦相手の設定	Opponent Settings						
M0230	1	battle	slot	NA2_BTL@0x20B4D0	NUN5_TEXTENG@0xF940	72	<r練習設定|れんしゅうせってい>をデフォルトに<r戻|もど>しました。	Practice settings returned to defaults.						
M0231	1	menus_data	slot	NA2_ETC@0x24F98	NUN5_TEXTENG@0x4D8	24	うずまきナルト	Naruto Uzumaki						
M0232	1	menus_data	slot	NA2_ETC@0x24FB0	NUN5_TEXTENG@0x4E8	24	<r春野|はるの>サクラ	Sakura Haruno						
M0233	1	menus_data	slot	NA2_ETC@0x24FC8	NUN5_TEXTENG@0x568	24	はたけカカシ	Kakashi Hatake						
M0234	1	menus_data	slot	NA2_ETC@0x24FE0	NUN5_TEXTENG@0x528	24	<r日向|ひゅうが>ネジ	Neji Hyuga						
M0235	1	menus_data	slot	NA2_ETC@0x24FF8	NUN5_TEXTENG@0x538	16	ロック・リー	Rock Lee						
M0236	1	menus_data	slot	NA2_ETC@0x25018	NUN5_TEXTENG@0x558	24	マイト・ガイ	Might Guy						
M0237	1	menus_data	slot	NA2_ETC@0x25030	NUN5_TEXTENG@0x548	32	<r奈良|なら>シカマル	Shikamaru Nara						
M0238	1	menus_data	slot	NA2_ETC@0x25050	NUN5_TEXTENG@0x648	32	<r秋道|あきみち>チョウジ	Choji Akimichi						
M0239	1	menus_data	slot	NA2_ETC@0x25070	NUN5_TEXTENG@0x658	32	<r山中|やまなか>いの	Ino Yamanaka						
M0240	1	menus_data	slot	NA2_ETC@0x25090	NUN5_TEXTENG@0x668	32	<r猿飛|さるとび>アスマ	Asuma Sarutobi						
M0241	1	menus_data	slot	NA2_ETC@0x250B0	NUN5_TEXTENG@0x618	32	<r犬塚|いぬづか>キバ	Kiba Inuzuka						
M0242	1	menus_data	slot	NA2_ETC@0x250D0	NUN5_TEXTENG@0x628	32	<r油女|あぶらめ>シノ	Shino Aburame						
M0243	1	menus_data	slot	NA2_ETC@0x250F0	NUN5_TEXTENG@0x638	32	<r日向|ひゅうが>ヒナタ	Hinata Hyuga						
M0244	1	menus_data	slot	NA2_ETC@0x25110	NUN5_TEXTENG@0x678	32	<r夕日|ゆうひ><r紅|くれない>	Kurenai Yuhi						
M0245	1	menus_data	slot	NA2_ETC@0x25130	NUN5_TEXTENG@0x4F8	40	<r風影|かぜかげ>・<r我愛羅|ガアラ>	Kazekage Gaara						
M0246	1	menus_data	slot	NA2_ETC@0x25158	NUN5_TEXTENG@0x2B0	24	カンクロウ	Kankuro (Classic)						
M0247	1	menus_data	slot	NA2_ETC@0x25170	NUN5_TEXTENG@0x600	32	チヨバア（<r体術|たいじゅつ>）	Granny Chiyo (Taijutsu)						
M0248	1	menus_data	slot	NA2_ETC@0x25190	NUN5_TEXTENG@0x578	16	うちはイタチ	Itachi Uchiha						
M0249	1	menus_data	slot	NA2_ETC@0x251A0	NUN5_TEXTENG@0x590	32	<r干柿鬼鮫|ほしがきキサメ>	Kisame Hoshigaki						
M0250	1	menus_data	slot	NA2_ETC@0x251C0	NUN5_TEXTENG@0x254F8	16	デイダラ	Deidara						
M0251	1	menus_data	slot	NA2_ETC@0x251D0	NUN5_TEXTENG@0x5F0	16	サソリ・ヒルコ	Sasori (Hiruko)						
M0252	1	menus_data	slot	NA2_ETC@0x251E0	NUN5_TEXTENG@0x508	16	チヨバア	Granny Chiyo						
M0253	1	menus_data	slot	NA2_ETC@0x25208	NUN5_TEXTENG@0x29DE	24	<r綱手|ツナデ>	Tsunade						
M0254	1	menus_data	slot	NA2_ETC@0x25220	NUN5_TEXTENG@0x688	32	<r大蛇丸|オロチまる>	Orochimaru						
M0255	1	menus_data	slot	NA2_ETC@0x25240	NUN5_TEXTENG@0x698	24	<r薬師|やくし>カブト	Kabuto Yakushi						
M0256	1	menus_data	slot	NA2_ETC@0x25258	NUN5_TEXTENG@0x6A8	24	うちはサスケ	Sasuke Uchiha						
M0257	1	menus_data	slot	NA2_ETC@0x25270	NUN5_TEXTENG@0x5B0	64	<r九尾第四覚醒状態|きゅうびだいよんかくせいじょうたい>	Nine-Tailed Fourth Awakened State						
M0258	1	menus_data	slot	NA2_ETC@0x252B0	NUN5_TEXTENG@0x5E0	48	サソリ（<r自分傀儡|じぶんくぐつ>）	Sasori (Puppet)						
M0259	1	menus_data	slot	NA2_ETC@0x252E0	NUN5_TEXTENG@0x100	48	うずまきナルト（<r旧章|きゅうしょう>）	N. Uzumaki (Classic)						
M0260	1	menus_data	slot	NA2_ETC@0x25310	NUN5_TEXTENG@0x120	48	うちはサスケ（<r旧章|きゅうしょう>）	S. Uchiha (Classic)						
M0261	1	menus_data	slot	NA2_ETC@0x25340	NUN5_TEXTENG@0x1C0	48	<r春野|はるの>サクラ（<r旧章|きゅうしょう>）	S. Haruno (Classic)						
M0262	1	menus_data	slot	NA2_ETC@0x25370	NUN5_TEXTENG@0x1A0	48	<r日向|ひゅうが>ネジ（<r旧章|きゅうしょう>）	Neji Hyuga (Classic)						
M0263	1	menus_data	slot	NA2_ETC@0x253A0	NUN5_TEXTENG@0x140	48	ロック・リー（<r旧章|きゅうしょう>）	Rock Lee (Classic)						
M0264	1	menus_data	slot	NA2_ETC@0x253D0	NUN5_TEXTENG@0x210	48	テンテン（<r旧章|きゅうしょう>）	Tenten (Classic)						
M0265	1	menus_data	slot	NA2_ETC@0x25400	NUN5_TEXTENG@0x180	48	<r奈良|なら>シカマル（<r旧章|きゅうしょう>）	S. Nara (Classic)						
M0266	1	menus_data	slot	NA2_ETC@0x25430	NUN5_TEXTENG@0x230	64	<r秋道|あきみち>チョウジ（<r旧章|きゅうしょう>）	C. Akimichi (Classic)						
M0267	1	menus_data	slot	NA2_ETC@0x25470	NUN5_TEXTENG@0x250	48	<r山中|やまなか>いの（<r旧章|きゅうしょう>）	I. Yamanaka (Class.)						
M0268	1	menus_data	slot	NA2_ETC@0x254A0	NUN5_TEXTENG@0x270	48	<r犬塚|いぬづか>キバ（<r旧章|きゅうしょう>）	K. Inuzuka (Classic)						
M0269	1	menus_data	slot	NA2_ETC@0x254D0	NUN5_TEXTENG@0x290	48	<r油女|あぶらめ>シノ（<r旧章|きゅうしょう>）	S. Aburame (Classic)						
M0270	1	menus_data	slot	NA2_ETC@0x25500	NUN5_TEXTENG@0x1F0	48	<r日向|ひゅうが>ヒナタ（<r旧章|きゅうしょう>）	H. Hyuga (Classic)						
M0271	1	menus_data	slot	NA2_ETC@0x25530	NUN5_TEXTENG@0x358	32	<r日向|ひゅうが>ハナビ	Hanabi Hyuga						
M0272	1	menus_data	slot	NA2_ETC@0x25550	NUN5_TEXTENG@0x348	48	<r木|こ>ノ<r葉丸|はまる><r軍団|ぐんだん>	Konohamaru NS						
M0273	1	menus_data	slot	NA2_ETC@0x25580	NUN5_TEXTENG@0x3B8	16	みたらしアンコ	Anko Mitarashi						
M0274	1	menus_data	slot	NA2_ETC@0x25590	NUN5_TEXTENG@0x370	32	<r初代火影|しょだいほかげ>	The First Hokage						
M0275	1	menus_data	slot	NA2_ETC@0x255B0	NUN5_TEXTENG@0x3A0	32	<r二代目火影|にだいめほかげ>	The Second Hokage						
M0276	1	menus_data	slot	NA2_ETC@0x255D0	NUN5_TEXTENG@0x2F0	32	<r三代目火影|さんだいめほかげ>	The Third Hokage						
M0277	1	menus_data	slot	NA2_ETC@0x255F0	NUN5_TEXTENG@0x330	48	<r黄色|きいろ>い<r閃光|せんこう>	The Yellow Flash						
M0278	1	menus_data	slot	NA2_ETC@0x25620	NUN5_TEXTENG@0x160	64	<r砂瀑|さばく>の<r我愛羅|ガアラ>（<r旧章|きゅうしょう>）	Gaara (Classic)						
M0279	1	menus_data	slot	NA2_ETC@0x25660	NUN5_TEXTENG@0x2B0	48	カンクロウ（<r旧章|きゅうしょう>）	Kankuro (Classic)						
M0280	1	menus_data	slot	NA2_ETC@0x25690	NUN5_TEXTENG@0x2D0	32	テマリ（<r旧章|きゅうしょう>）	Temari (Classic)						
M0281	1	menus_data	slot	NA2_ETC@0x256B0	NUN5_TEXTENG@0x318	24	<r君麻呂|キミマロ>	Kimimaro						
M0282	1	menus_data	slot	NA2_ETC@0x256C8	NUN5_TEXTENG@0x4AD	24	<r左近|サコン>	Sakon						
M0283	1	menus_data	slot	NA2_ETC@0x256E0	NUN5_TEXTENG@0x48D	32	<r多由也|タユヤ>	Tayuya						
M0284	1	menus_data	slot	NA2_ETC@0x25700	NUN5_TEXTENG@0x308	32	<r鬼童丸|キドウマル>	Kidomaru						
M0285	1	menus_data	slot	NA2_ETC@0x25720	NUN5_TEXTENG@0x44D	32	<r次郎坊|ジロウボウ>	Jirobo						
M0286	1	menus_data	slot	NA2_ETC@0x25740	NUN5_TEXTENG@0x1D8	32	<r桃地|ももち><r再不斬|ザブザ>	Zabuza Momochi						
M0287	1	menus_data	slot	NA2_ETC@0x25770	NUN5_TEXTENG@0x3D0	48	うずまきナルト（<r九尾|きゅうび>）	Naruto Uzumaki (Nine-Tailed)						
M0288	1	menus_data	slot	NA2_ETC@0x257A0	NUN5_TEXTENG@0x3F0	48	うちはサスケ<r状態|じょうたい>２	Second Stage Sasuke Uchiha						
M0289	1	menus_data	slot	NA2_ETC@0x257D0	NUN5_TEXTENG@0x410	32	すい<r拳|けん>リー	Loopy Fist Lee						
M0290	1	menus_data	slot	NA2_ETC@0x257F0	NUN5_TEXTENG@0x420	48	<r憑依体我愛羅|ひょういたいガアラ>	Possessed Gaara						
M0291	1	menus_data	slot	NA2_ETC@0x25820	NUN5_TEXTENG@0x430	32	<r超|ちょう>チョウジ	Super Choji						
M0292	1	menus_data	slot	NA2_ETC@0x25840	NUN5_TEXTENG@0x440	48	<r次郎坊|ジロウボウ><r状態|じょうたい>２	Second Stage Jirobo						
M0293	1	menus_data	slot	NA2_ETC@0x25870	NUN5_TEXTENG@0x460	48	<r鬼童丸|キドウマル><r状態|じょうたい>２	Second Stage Kidomaru						
M0294	1	menus_data	slot	NA2_ETC@0x258A0	NUN5_TEXTENG@0x480	48	<r多由也|タユヤ><r状態|じょうたい>２	Second Stage Tayuya						
M0295	1	menus_data	slot	NA2_ETC@0x258D0	NUN5_TEXTENG@0x4A0	48	<r左近|サコン><r状態|じょうたい>２	Second Stage Sakon						
M0296	1	menus_data	slot	NA2_ETC@0x25900	NUN5_TEXTENG@0x4C0	40	<r君麻呂|キミマロ><r状態|じょうたい>２	Second Stage Kimimaro						
M0297	1	menus_data	slot	NA2_ETC@0x25928	NUN5_ETC@0x28959	28	ジオラマ	Diorama						
M0298	1	menus_data	slot	NA2_ETC@0x25D00	NUN5_TEXTENG@0x3030	40	<r影分身|かげぶんしん>の<r術|じゅつ>	Shadow Clone Jutsu						
M0299	1	menus_data	slot	NA2_ETC@0x25D40	NUN5_TEXTENG@0x3058	24	<r暴走|ぼうそう>	Running Wild						
M0300	1	menus_data	slot	NA2_ETC@0x25D70	NUN5_TEXTENG@0x3080	40	<r気|き>を<r引|ひ>き<r締|し>めて…	Steady Myself...						
M0301	1	menus_data	slot	NA2_ETC@0x25DB0	NUN5_TEXTENG@0x30A8	24	<r女|おんな>らしく	Ladylike						
M0302	1	menus_data	slot	NA2_ETC@0x25DE0	NUN5_TEXTENG@0x30D0	32	<r拳|こぶし>に<r力|ちから>を！	Power in My Fist!						
M0303	1	menus_data	slot	NA2_ETC@0x25E10	NUN5_TEXTENG@0x3100	48	<r忍法|にんぽう>・<r超獣偽画|ちょうじゅうぎが>	Ninja Art: Beast Scroll Replicas						
M0304	1	menus_data	slot	NA2_ETC@0x25E50	NUN5_TEXTENG@0x3140	24	<r索敵|さくてき>	Searching for the Enemy						
M0305	1	menus_data	slot	NA2_ETC@0x25E80	NUN5_SLES@0x513F78	24	<r飛翔|ひしょう>	Soaring						
M0306	1	menus_data	slot	NA2_ETC@0x25EF0	NUN5_TEXTENG@0x31B0	32	<r牽制攻撃|けんせいこうげき>	Restraining Attack						
M0307	1	menus_data	slot	NA2_ETC@0x25F20	NUN5_TEXTENG@0x31E0	32	<r忍犬口寄|にんけんくちよ>せ	Ninja Hound Summoning						
M0308	1	menus_data	slot	NA2_ETC@0x25F50	NUN5_TEXTENG@0x3208	24	<r柔拳|じゅうけん>	Gentle Fist						
M0309	1	menus_data	slot	NA2_ETC@0x25F80	NUN5_TEXTENG@0x3230	32	<r八卦空掌|はっけくうしょう>	8 Trigrams Sky Palm						
M0310	1	menus_data	slot	NA2_ETC@0x25FE0	NUN5_TEXTENG@0x3288	32	<r戦闘姿勢|せんとうしせい>	Battle Posture						
